FID,BNAME,BCAMPUS,BSIZE,BUNITS,BHOTEL,STORIES,YEARBLT,COMMENTS,BTYPE,BUSE,OWNERSHIP,GF_RETAIL
15374, , ,0,0,0,2,0, ,Garage or shed,Other, , 
15375, , ,0,14,0,3,1966, ,Attached structure,Residential,Apartment, 
15376, , ,1860,0,0,2,1900, ,Attached structure,Commercial, , 
15377, , ,0,14,0,3,1966, ,Attached structure,Residential,Apartment, 
15378, , ,2484,1,0,3,1994, ,Townhouse or row house,Residential, , 
15379, , ,1568,1,0,2,1940, ,Detached house,Residential, , 
15380, , ,2484,1,0,3,1994, ,Townhouse or row house,Residential, , 
15381, , ,0,14,0,3,1966, ,Attached structure,Residential,Apartment, 
15382, , ,2936,1,0,3,1994, ,Townhouse or row house,Residential, , 
15383, , ,1786,1,0,2,1937, ,Detached house,Residential, , 
15384, , ,1772,1,0,2,1938, ,Detached house,Residential, , 
15385, , ,2280,1,0,2.75,1995, ,Townhouse or row house,Residential, , 
15386, , ,0,14,0,4,1966, ,Attached structure,Residential,Apartment, 
15387, , ,2280,1,0,2.75,1995, ,Townhouse or row house,Residential, , 
15388, , ,1350,1,0,2.25,1925, ,Detached house,Residential, , 
15389, , ,0,14,0,4,1966, ,Attached structure,Residential,Apartment, 
15390, , ,21210,0,0,4,1890, ,Attached structure,Multiple or Mixed, ,Yes
15391, , ,0,14,0,4,1966, ,Attached structure,Residential,Apartment, 
15392, , ,3072,0,0,2.5,1800, ,Attached structure,Commercial, , 
15393, , ,1378,1,0,1.5,1939, ,Detached house,Residential, , 
15394, , ,3624,0,0,2,0, ,Attached structure,Commercial, ,Yes
15395, , ,1192,1,0,2,1900, ,Detached house,Residential, , 
15396, , ,0,14,0,4,1966, ,Attached structure,Residential,Apartment, 
15397, , ,1956,1,0,2,1800, ,Detached house,Residential, , 
15398, , ,2556,1,0,2,1870, ,Townhouse or row house,Residential, , 
15399, , ,0,14,0,4,1966, ,Attached structure,Residential,Apartment, 
15400, , ,2058,0,0,2,1880, ,Townhouse or row house,Commercial, , 
15401, , ,1281,2,0,2,1953, ,Duplex,Residential, , 
15402, , ,1964,0,0,2.5,1800, ,Townhouse or row house,Commercial, , 
15403, , ,0,11,0,2.5,1966, ,Attached structure,Residential,Apartment, 
15404, , ,1051,1,0,1.25,1940, ,Detached house,Residential, , 
15405, , ,0,11,0,3,1966, ,Attached structure,Residential,Apartment, 
15406, , ,0,0,0,2,0, ,Garage or shed,Other, , 
15407, , ,3901,0,0,3,1810, ,Townhouse or row house,Commercial, , 
15408, , ,1731,1,0,2,1940, ,Detached house,Residential, , 
15409, , ,1400,0,0,2,1810, ,Attached structure,Commercial, , 
15410, , ,0,11,0,3,1966, ,Attached structure,Residential,Apartment, 
15411, , ,1426,1,0,2,1940, ,Detached house,Residential, , 
15412, , ,3433,1,0,3,1900, ,Townhouse or row house,Residential, , 
15413, , ,0,12,0,3,1966, ,Attached structure,Residential,Apartment, 
15414, , ,6352,1,0,3.25,1832, ,Townhouse or row house,Residential, , 
15415, , ,1053,1,0,1,1928, ,Detached house,Residential, , 
15416, , ,0,11,0,3,1966, ,Attached structure,Residential,Apartment, 
15417, , ,2421,1,0,3,1937, ,Detached house,Residential, , 
15418, , ,0,14,0,4,1966, ,Attached structure,Residential,Apartment, 
15419, , ,3910,1,0,3,1900, ,Townhouse or row house,Residential, , 
15420, , ,0,14,0,4,1966, ,Attached structure,Residential,Apartment, 
15421, , ,3910,1,0,3,1900, ,Townhouse or row house,Residential, , 
15422,The Birchmere, ,56000,0,0,1,1954, ,Detached structure,Mass Assembly, , 
15423, , ,0,14,0,4,1966, ,Attached structure,Residential,Apartment, 
15424, , ,2414,2,0,2,1945, ,Duplex,Residential, , 
15425, , ,1779,1,0,2.25,1803, ,Townhouse or row house,Residential, , 
15426, , ,832,2,0,2,1947, ,Duplex,Residential, , 
15427, , ,1690,1,0,2.25,1803, ,Townhouse or row house,Residential, , 
15428, , ,0,10,0,2,1954, ,Attached structure,Residential,Apartment, 
15429, , ,1616,1,0,2,1979, ,Townhouse or row house,Residential, , 
15430, , ,2025,1,0,2.25,1932, ,Detached house,Residential, , 
15431, , ,0,10,0,2,1954, ,Attached structure,Residential,Apartment, 
15432, , ,0,0,0,1,0, ,Garage or shed,Other, , 
15433, , ,1474,1,0,2,1979, ,Townhouse or row house,Residential, , 
15434, , ,0,10,0,2,1954, ,Attached structure,Residential,Apartment, 
15435, , ,864,2,0,2,1940, ,Duplex,Residential, , 
15436, , ,3160,0,0,2,0, ,Attached structure,Commercial, ,Yes
15437, , ,0,10,0,2,1954, ,Attached structure,Residential,Apartment, 
15438, , ,2586,0,0,3,0, ,Detached structure,Commercial, , 
15439, , ,884,2,0,2,1940, ,Duplex,Residential, , 
15440,Friendship Firehouse, ,2256,0,0,2,0, ,Attached structure,Mass Assembly, , 
15441, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15442, , ,952,2,0,2,1941, ,Duplex,Residential, , 
15443, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15444, , ,1904,0,0,2,0, ,Attached structure,Multiple or Mixed, ,Yes
15445, , ,1224,2,0,2,1966, ,Duplex,Residential, , 
15446, , ,5247,0,0,1,1924, ,Detached structure,Commercial, , 
15447, , ,3924,0,0,2,1870, ,Attached structure,Multiple or Mixed, ,Yes
15448, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15449, , ,2071,0,0,2.25,1800, ,Attached structure,Commercial, , 
15450, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15451, , ,1624,1,0,2.25,1815, ,Townhouse or row house,Residential, , 
15452, , ,1680,1,0,2,2010, ,Duplex,Residential, , 
15453, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15454, , ,1664,1,0,2,1800, ,Townhouse or row house,Residential, , 
15455, , ,1680,1,0,2,2010, ,Duplex,Residential, , 
15456, , ,3520,1,0,3,1900, ,Townhouse or row house,Residential, , 
15457, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15458, , ,4366,0,0,1,2010, ,Detached structure,Commercial, ,Yes
15459, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15460, , ,3744,1,0,3,1800, ,Townhouse or row house,Residential, , 
15461, , ,1958,1,0,2,1900, ,Townhouse or row house,Residential, , 
15462, , ,2768,1,0,3,1880, ,Townhouse or row house,Residential, , 
15463, , ,0,0,0,0,0,<Null>,Garage or shed,Other,ARHA, 
15464, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15465, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15466, , ,2625,1,0,3,1880, ,Townhouse or row house,Residential, , 
15467, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15468, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15469, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15470, , ,3308,1,0,3,1890, ,Townhouse or row house,Residential, , 
15471, , ,2016,1,0,3,1985, ,Townhouse or row house,Residential, , 
15472, , ,3846,1,0,3,1890, ,Townhouse or row house,Residential, , 
15473, , ,1796,1,0,3,1985, ,Townhouse or row house,Residential, , 
15474, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15475, , ,3208,0,0,2.5,1710, ,Attached structure,Commercial, , 
15476, , ,2291,1,0,2,1998, ,Townhouse or row house,Residential, , 
15477, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15478, , ,1768,0,0,2,0, ,Attached structure,Commercial, , 
15479, , ,1552,1,0,2,1968, ,Townhouse or row house,Residential, , 
15480, , ,0,8,0,3,1954, ,Attached structure,Residential,Apartment, 
15481, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15482, , ,1732,0,0,2,0, ,Attached structure,Commercial, , 
15483, , ,1552,1,0,2,1968, ,Townhouse or row house,Residential, , 
15484, , ,1492,0,0,2,1890, ,Attached structure,Multiple or Mixed, ,Yes
15485, , ,1590,1,0,2,1968, ,Townhouse or row house,Residential, , 
15486, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15487, , ,2628,2,0,2,0, ,Attached structure,Multiple or Mixed,Apartment,Yes
15488, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15489, , ,1796,1,0,3,1985, ,Townhouse or row house,Residential, , 
15490, , ,2016,1,0,3,1985, ,Townhouse or row house,Residential, , 
15491, , ,1888,1,0,2,1880, ,Attached structure,Multiple or Mixed,Apartment,Yes
15492, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15493, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15494, , ,2466,3,0,2,1880, ,Attached structure,Multiple or Mixed,Apartment,Yes
15495, , ,1552,1,0,2,1968, ,Townhouse or row house,Residential, , 
15496, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15497, , ,1540,1,0,2,1968, ,Townhouse or row house,Residential, , 
15498, , ,2520,0,0,2,0, ,Attached structure,Multiple or Mixed, , 
15499, , ,1796,1,0,3,1985, ,Townhouse or row house,Residential, , 
15500, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15501, , ,2016,1,0,2,2000, ,Townhouse or row house,Residential, , 
15502, , ,8350,0,0,2,0, ,Attached structure,Commercial, ,Yes
15503, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15504, , ,1997,1,0,2,2000, ,Townhouse or row house,Residential, , 
15505, , ,4800,0,0,2,0, ,Attached structure,Multiple or Mixed, ,Yes
15506, , ,2224,1,0,2,2000, ,Townhouse or row house,Residential, , 
15507, , ,0,10,0,3,1954, ,Attached structure,Residential,Apartment, 
15508, , ,1992,0,0,2,1870, ,Attached structure,Multiple or Mixed, , 
15509, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15510, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15511, , ,3700,2,0,2.5,0, ,Attached structure,Multiple or Mixed, , 
15512, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15513, , ,4202,0,0,2,0, ,Attached structure,Commercial, , 
15514, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15515, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15516, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15517, , ,2160,0,0,2,1800, ,Attached structure,Commercial, , 
15518, , ,2016,0,0,2,1890, ,Attached structure,Commercial, , 
15519, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15520, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15521, , ,1730,1,0,2,0, ,Attached structure,Multiple or Mixed, , 
15522, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15523, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15524, , ,4498,0,0,2,0, ,Attached structure,Commercial, ,Yes
15525, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15526, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15527, , ,2026,2,0,2,1870, ,Attached structure,Multiple or Mixed, ,Yes
15528, , ,1664,0,0,2,1800, ,Attached structure,Commercial, ,Yes
15529, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15530, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15531, , ,1248,1,0,3,1975, ,Detached house,Residential, , 
15532, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15533, , ,0,0,0,1,0, ,Garage or shed,Other, , 
15534, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15535, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15536, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15537, , ,2284,1,0,2.5,1800, ,Townhouse or row house,Residential, , 
15538, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15539, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15540, , ,2200,1,0,2.25,1804, ,Townhouse or row house,Residential, , 
15541, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15542, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15543, , ,1716,1,0,2.5,1803, ,Townhouse or row house,Residential, , 
15544, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15545, , ,2350,1,0,2.5,1804, ,Townhouse or row house,Residential, , 
15546, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15547, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15548, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15549, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15550, , ,1600,1,0,2.5,1804, ,Townhouse or row house,Residential, , 
15551, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15552, , ,988,1,0,1,1960, ,Duplex,Residential, , 
15553, , ,0,14,0,3,1968, ,Attached structure,Residential,Apartment, 
15554, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15555, , ,1400,1,0,2,1969, ,Townhouse or row house,Residential, , 
15556, , ,0,14,0,3,1968, ,Attached structure,Residential,Apartment, 
15557, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15558, , ,1408,1,0,2,1968, ,Townhouse or row house,Residential, , 
15559, , ,0,6,0,3,1968, ,Attached structure,Residential,Apartment, 
15560, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15561, , ,1420,1,0,2,1968, ,Townhouse or row house,Residential, , 
15562, , ,0,6,0,3,1968, ,Attached structure,Residential,Apartment, 
15563, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15564, , ,2260,1,0,3,1980, ,Townhouse or row house,Residential, , 
15565, , ,0,6,0,3,1968, ,Attached structure,Residential,Apartment, 
15566, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15567, , ,2128,1,0,3,1982,Missing 6th building,Townhouse or row house,Residential, , 
15568, , ,0,6,0,3,1968, ,Attached structure,Residential,Apartment, 
15569, , ,0,14,0,3,1968, ,Attached structure,Residential,Apartment, 
15570, , ,0,15,0,4,1960, ,Attached structure,Residential,Apartment, 
15571, , ,2128,1,0,3,1981, ,Townhouse or row house,Residential, , 
15572, , ,2260,1,0,3,1981, ,Townhouse or row house,Residential, , 
15573, , ,0,14,0,4,1968, ,Attached structure,Residential,Apartment, 
15574, , ,0,14,0,3,1968, ,Attached structure,Residential,Apartment, 
15575, , ,2216,1,0,3,2000, ,Townhouse or row house,Residential, , 
15576, , ,0,14,0,4,1968, ,Attached structure,Residential,Apartment, 
15577, , ,0,6,0,3,1968, ,Attached structure,Residential,Apartment, 
15578, , ,0,14,0,4,1968, ,Attached structure,Residential,Apartment, 
15579, , ,2788,1,0,3,2000,No 8th unit,Townhouse or row house,Residential, , 
15580, , ,0,6,0,3,1968, ,Attached structure,Residential,Apartment, 
15581, , ,0,14,0,4,1968, ,Attached structure,Residential,Apartment, 
15582, , ,2214,1,0,3,2000, ,Townhouse or row house,Residential, , 
15583, , ,0,14,0,3,1968, ,Attached structure,Residential,Apartment, 
15584, , ,2788,1,0,3,1998, ,Townhouse or row house,Residential, , 
15585, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15586, , ,0,14,0,4,1968, ,Attached structure,Residential,Apartment, 
15587, , ,2216,1,0,3,2000, ,Townhouse or row house,Residential, , 
15588, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15589, , ,0,14,0,4,1968, ,Attached structure,Residential,Apartment, 
15590, , ,2381,1,0,3,1997, ,Townhouse or row house,Residential, , 
15591, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15592, , ,2282,1,0,3,1999, ,Townhouse or row house,Residential, , 
15593, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15594, , ,0,15,0,4,1968, ,Attached structure,Residential,Apartment, 
15595, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15596, , ,0,14,0,4,1968, ,Attached structure,Residential,Apartment, 
15597, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15598, , ,0,14,0,4,1968, ,Attached structure,Residential,Apartment, 
15599, , ,0,14,0,4,1968, ,Attached structure,Residential,Apartment, 
15600, , ,0,14,0,4,1968, ,Attached structure,Residential,Apartment, 
15601, , ,2626,3,0,2,1770, ,Attached structure,Multiple or Mixed, ,Yes
15602, , ,3690,1,0,3,1780, ,Townhouse or row house,Residential, , 
15603, , ,3600,4,0,3,1780, ,Attached structure,Multiple or Mixed,Apartment,Yes
15604, , ,3009,3,0,3,1780, ,Attached structure,Multiple or Mixed, ,Yes
15605, , ,1083,1,0,2.25,1770, ,Townhouse or row house,Residential, , 
15606, , ,1123,1,0,2.25,1770, ,Townhouse or row house,Residential, , 
15607, , ,1179,1,0,2.25,1770, ,Townhouse or row house,Residential, , 
15608, , ,1875,1,0,2.5,0, ,Attached structure,Multiple or Mixed, , 
15609, , ,1085,1,0,2.25,1770, ,Townhouse or row house,Residential, , 
15610, , ,2275,1,0,3.25,1780, ,Townhouse or row house,Residential, , 
15611, , ,2850,1,0,3,1920, ,Townhouse or row house,Residential, , 
15612, , ,2316,1,0,2.25,1770, ,Townhouse or row house,Residential, , 
15613, , ,1823,1,0,2.25,1790, ,Townhouse or row house,Residential, , 
15614, , ,4294,0,0,2,1951, ,Attached structure,Commercial, , 
15615, , ,4730,0,0,2,1900, ,Attached structure,Multiple or Mixed, , 
15616, , ,2387,1,0,2.75,1935, ,Townhouse or row house,Residential, , 
15617, , ,2976,0,0,2.5,1800, ,Attached structure,Commercial, , 
15618, , ,2097,0,0,2,1800, ,Attached structure,Commercial, , 
15619, , ,2958,0,0,2.7,1840, ,Attached structure,Multiple or Mixed, , 
15620, , ,1840,0,0,3,1850, ,Attached structure,Multiple or Mixed, , 
15621, , ,1000,0,0,2,1800, ,Attached structure,Commercial, , 
15622, , ,4940,0,0,2,1870, ,Attached structure,Commercial, , 
15623, , ,2160,0,0,2,1960, ,Attached structure,Commercial, , 
15624, , ,0,0,0,3,1870, ,Attached structure,Commercial, ,Yes
15625, , ,608,1,0,2,1800, ,Townhouse or row house,Residential, , 
15626, , ,2308,1,0,2,1754, ,Townhouse or row house,Residential, , 
15627, , ,836,1,0,2,1806, ,Townhouse or row house,Residential, , 
15628, , ,4154,1,0,3,1870, ,Townhouse or row house,Residential, , 
15629, , ,1392,1,0,2,1890, ,Townhouse or row house,Residential, , 
15630, , ,2862,1,0,3,1870, ,Townhouse or row house,Residential, , 
15631, , ,672,1,0,2,1920, ,Townhouse or row house,Residential, , 
15632, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15633, , ,1780,0,0,1,1950, ,Attached structure,Commercial, ,Yes
15634, , ,1848,1,0,2,1880, ,Townhouse or row house,Multiple or Mixed, ,Yes
15635, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15636, , ,4122,0,0,3,0, ,Attached structure,Multiple or Mixed, ,Yes
15637, , ,2674,1,0,2,1830, ,Townhouse or row house,Residential, , 
15638, , ,1714,0,0,2,1880, ,Townhouse or row house,Commercial, ,Yes
15639, , ,3800,0,0,3,1900,"1212A - 2nd floor.  Use appears as office, but uncertain",Attached structure,Multiple or Mixed, ,Yes
15640, , ,1395,1,0,2.25,1830, ,Townhouse or row house,Residential, , 
15641, , ,0,5,0,2,0, ,Attached structure,Multiple or Mixed,Apartment,Yes
15642, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15643, , ,1288,0,0,1,0, ,Attached structure,Commercial, ,Yes
15644, , ,3120,0,0,2,1991, ,Attached structure,Commercial, ,Yes
15645, , ,1586,0,0,2,1880, ,Townhouse or row house,Commercial, ,No
15646, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15647, , ,0,12,0,3,1977, ,Attached structure,Residential,Apartment, 
15648, , ,1096,0,0,2,1830, ,Attached structure,Commercial, ,Yes
15649, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15650, , ,2072,1,0,3.5,1973, ,Townhouse or row house,Residential, , 
15651, , ,3792,1,0,3,1820, ,Townhouse or row house,Residential, , 
15652, , ,2568,1,0,2.5,1976, ,Townhouse or row house,Residential, , 
15653, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15654, , ,0,12,0,3,1977, ,Attached structure,Residential,Apartment, 
15655, , ,1980,1,0,2.5,1976, ,Townhouse or row house,Residential, , 
15656, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15657, , ,0,12,0,3,1977, ,Attached structure,Residential,Apartment, 
15658, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15659, , ,5184,1,0,3,0, ,Attached structure,Multiple or Mixed, ,Yes
15660, , ,2625,1,0,3,1820, ,Townhouse or row house,Residential, , 
15661, , ,1250,0,0,1,0, ,Attached structure,Commercial, , 
15662, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15663, , ,0,12,0,3,1977, ,Attached structure,Residential,Apartment, 
15664, , ,1436,0,0,2,1916, ,Townhouse or row house,Commercial, ,Yes
15665, , ,3958,1,0,3,1820, ,Townhouse or row house,Residential, , 
15666, , ,1436,0,0,2,1910, ,Townhouse or row house,Commercial, ,Yes
15667, , ,2154,1,0,2,1930, ,Townhouse or row house,Residential, , 
15668, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15669, , ,0,12,0,3,1977, ,Attached structure,Residential,Apartment, 
15670, , ,1492,0,0,2,0, ,Townhouse or row house,Commercial, ,Yes
15671, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15672, , ,1300,0,0,2,0, ,Attached structure,Multiple or Mixed, , 
15673, , ,0,12,0,3,1977, ,Attached structure,Residential,Apartment, 
15674, , ,15100,0,0,2,0, ,Attached structure,Multiple or Mixed, ,Yes
15675, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15676, , ,0,12,0,3,1977, ,Attached structure,Residential,Apartment, 
15677, , ,1956,0,0,2,1916, ,Townhouse or row house,Commercial, ,Yes
15678, , ,0,3,0,2,1968, ,Attached structure,Residential,Apartment, 
15679, , ,12086,0,0,2,0, ,Attached structure,Commercial, ,Yes
