OBJECTID,PRECINCTID,NAME,COUNTY,LASTUPDATE,LASTEDITOR,PRECINCTID_1,NAME_1,TOWNSHIP,WINPARTY,TOTBALLOTS,CANDIDATE1,PARTY1,NUMVOTES1,PERCVOTE1,CANDIDATE2,PARTY2,NUMVOTES2,PERCVOTE2,CANDIDATE3,PARTY3,NUMVOTES3,PERCVOTE3
222,607,HUNTINGTON,Fairfax,2014-10-17T08:37:06.648Z,stulad,607,HUNTINGTON,Fairfax County,Terry R. McAuliffe (D),1650,Terry R. McAuliffe (D),Terry R. McAuliffe (D),924,0.56,Robert C. Sarvis (L),Robert C. Sarvis (L),67,0.040606,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",393,0.238182
223,703,FORT BUFFALO,Fairfax,2014-10-17T08:37:06.648Z,stulad,703,FORT BUFFALO,Fairfax County,Terry R. McAuliffe (D),593,Terry R. McAuliffe (D),Terry R. McAuliffe (D),391,0.659359,Robert C. Sarvis (L),Robert C. Sarvis (L),31,0.052277,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",127,0.214165
224,709,MOSBY,Fairfax,2014-10-17T08:37:06.648Z,stulad,709,MOSBY,Fairfax County,Terry R. McAuliffe (D),1322,Terry R. McAuliffe (D),Terry R. McAuliffe (D),800,0.605144,Robert C. Sarvis (L),Robert C. Sarvis (L),51,0.038578,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",349,0.263994
225,718,PINE RIDGE,Fairfax,2014-10-17T08:37:06.648Z,stulad,718,PINE RIDGE,Fairfax County,Terry R. McAuliffe (D),1010,Terry R. McAuliffe (D),Terry R. McAuliffe (D),527,0.521782,Robert C. Sarvis (L),Robert C. Sarvis (L),53,0.052475,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",344,0.340594
226,717,WOODBURN,Fairfax,2014-10-17T08:37:06.648Z,stulad,717,WOODBURN,Fairfax County,Terry R. McAuliffe (D),883,Terry R. McAuliffe (D),Terry R. McAuliffe (D),514,0.582106,Robert C. Sarvis (L),Robert C. Sarvis (L),48,0.05436,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",255,0.288788
227,921,DEER PARK,Fairfax,2014-10-17T08:37:06.648Z,stulad,921,DEER PARK,Fairfax County,"Ken T. Cuccinelli, II (R)",1642,Terry R. McAuliffe (D),Terry R. McAuliffe (D),655,0.398904,Robert C. Sarvis (L),Robert C. Sarvis (L),77,0.046894,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",733,0.446407
228,606,HOLLIN HALL,Fairfax,2014-10-17T08:37:06.648Z,stulad,606,HOLLIN HALL,Fairfax County,Terry R. McAuliffe (D),1546,Terry R. McAuliffe (D),Terry R. McAuliffe (D),810,0.523933,Robert C. Sarvis (L),Robert C. Sarvis (L),90,0.058215,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",489,0.3163
229,610,SHERWOOD,Fairfax,2014-10-17T08:37:06.648Z,stulad,610,SHERWOOD,Fairfax County,Terry R. McAuliffe (D),1012,Terry R. McAuliffe (D),Terry R. McAuliffe (D),574,0.567194,Robert C. Sarvis (L),Robert C. Sarvis (L),47,0.046443,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",263,0.259881
230,926,POWELL,Fairfax,2014-10-17T08:37:06.648Z,stulad,926,POWELL,Fairfax County,Terry R. McAuliffe (D),1347,Terry R. McAuliffe (D),Terry R. McAuliffe (D),729,0.541203,Robert C. Sarvis (L),Robert C. Sarvis (L),53,0.039347,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",476,0.353378
231,109,LITTLE RUN,Fairfax,2014-10-17T08:37:06.648Z,stulad,109,LITTLE RUN,Fairfax County,Terry R. McAuliffe (D),1902,Terry R. McAuliffe (D),Terry R. McAuliffe (D),916,0.481598,Robert C. Sarvis (L),Robert C. Sarvis (L),93,0.048896,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",659,0.346477
232,316,SALONA #1,Fairfax,2014-10-17T08:37:06.648Z,stulad,316,SALONA #1,Fairfax County,Terry R. McAuliffe (D),595,Terry R. McAuliffe (D),Terry R. McAuliffe (D),291,0.489076,Robert C. Sarvis (L),Robert C. Sarvis (L),22,0.036975,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",174,0.292437
233,333,SALONA #2,Fairfax,2014-10-17T08:37:06.648Z,stulad,333,SALONA #2,Fairfax County,Terry R. McAuliffe (D),1013,Terry R. McAuliffe (D),Terry R. McAuliffe (D),449,0.443238,Robert C. Sarvis (L),Robert C. Sarvis (L),49,0.048371,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",308,0.304047
234,734,HUNTERS BRANCH,Fairfax,2014-10-17T08:37:06.648Z,stulad,734,HUNTERS BRANCH,Fairfax County,Terry R. McAuliffe (D),778,Terry R. McAuliffe (D),Terry R. McAuliffe (D),444,0.570694,Robert C. Sarvis (L),Robert C. Sarvis (L),55,0.070694,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",204,0.262211
235,134,UNIVERSITY,Fairfax,2014-10-17T08:37:06.648Z,stulad,134,UNIVERSITY,Fairfax County,Terry R. McAuliffe (D),839,Terry R. McAuliffe (D),Terry R. McAuliffe (D),576,0.686532,Robert C. Sarvis (L),Robert C. Sarvis (L),100,0.11919,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",152,0.181168
236,408,MOUNT EAGLE,Fairfax,2014-10-17T08:37:06.648Z,stulad,408,MOUNT EAGLE,Fairfax County,Terry R. McAuliffe (D),1044,Terry R. McAuliffe (D),Terry R. McAuliffe (D),698,0.668582,Robert C. Sarvis (L),Robert C. Sarvis (L),39,0.037356,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",220,0.210728
237,919,GREEN TRAILS,Fairfax,2014-10-17T08:37:06.648Z,stulad,919,GREEN TRAILS,Fairfax County,Terry R. McAuliffe (D),1485,Terry R. McAuliffe (D),Terry R. McAuliffe (D),793,0.534007,Robert C. Sarvis (L),Robert C. Sarvis (L),60,0.040404,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",508,0.342088
238,509,PLAZA,Fairfax,2014-10-17T08:37:06.648Z,stulad,509,PLAZA,Fairfax County,Terry R. McAuliffe (D),463,Terry R. McAuliffe (D),Terry R. McAuliffe (D),338,0.730022,Robert C. Sarvis (L),Robert C. Sarvis (L),21,0.045356,"Ken T. Cuccinelli, II (R)","Ken T. Cuccinelli, II (R)",62,0.133909
