OBJECTID_12,BROOK,BROWN,RAINBOW,NRCS_HUC,UPSTR_QUAD,DNSTR_QUAD,REACHCODE,NAME,STREAMCODE,CLASS,TYPE,USGS_HUC
833,Y, , ,I30,Millboro,Goshen,10PVB-01,Piney Branch,10PVB,II, ,2080202
834,Y, , ,I21,Paint Bank,Craig Springs,10PXT-01,Paxton Branch,10PXT,II, ,2080201
835,Y, , ,I29,West Augusta,West Augusta,10RAM-01,Ramseys Draft,10RAM,IV, ,2080202
836,Y, , ,H02,Buena Vista,Buena Vista,10RBT-01,Roberts Creek,10RBT,III, ,2080203
837,Y, , ,I36,Cornwall,Cornwall,10RCK-01,Rock Branch,10RCK,IV, ,2080202
838,Y, , ,H09,Massies Mill,Massies Mill,10RCN-01,Rocky Run,10RCN,II, ,2080203
839, , , , , , ,10RCN-01T,Rocky Run,10RCN,II,tributary,2080203
840,Y, , ,I29,West Augusta,West Augusta,10RDL-01,"Ramseys Draft, L. Prong",10RDL,IV, ,2080202
841,Y, , ,H01,Snowden,Sedalia,10RED-01,Reed Creek,10RED,II, ,2080203
842,Y, , ,I37,Buena Vista,Buena Vista,10RES-01,Reservoir Hollow,10RES,II, ,2080202
843, , , , , , ,10RES-01T,Reservoir Hollow,10RES,II,tributary,2080202
844,Y, , ,I29,Elliott Knob,Elliott Knob,10REU-01,Reubens Draft,10REU,IV, ,2080202
845,Y, , ,H15,Sherando,Sherando,10RFS-01,"Rockfish River, SF",10RFS,II, ,2080203
846,Y, , ,H11,Forks of Buffalo,Forks of Buffalo,10RKY-01,Rocky Branch,10RKY,II, ,2080203
847,Y, , ,H15,Sherando,Greenfield,10ROD-01,Rodes Creek,10ROD,II, ,2080203
848,Y, , ,I01,Burnsville,Burnsville,10ROR-01,Rocky Run,10ROR,II, ,2080201
849,Y, , ,I18,Sugarloaf Mtn.,Sugarloaf Mtn.,10ROY-01,Rocky Creek,10ROY,II, ,2080201
850, , , , , , ,10ROY-01T,Rocky Creek,10ROY,II,tributary,2080201
851,Y, , ,I29,West Augusta,West Augusta,10RRP-01,"Ramseys Draft, R. Prong",10RRP,IV, ,2080202
852,Y, , ,I02,Sunrise,Sunrise,10SAW-01,Sawmill Run,10SAW,II, ,2080201
853,Y, ,Y,I38,Sugarloaf Mtn.,Natural Bridge,10SBF-01,South Buffalo Creek,10SBF,II, ,2080202
854, , , , , , ,10SBF-01T,South Buffalo Creek,10SBF,II,tributary,2080202
855,Y, , ,H27,Swift Run Gap,Swift Run Gap,10SFR-01,Swift Run,10SFR,III, ,2080204
856, , , , , , ,10SFR-01T,Swift Run,10SFR,III,tributary,2080204
857,Y, , ,I36,Big Levels,Big Levels,10SGC-01,Sugertree Branch,10SGC,II, ,2080202
858,Y, , ,I11,Jordan Mines,Jordan Mines,10SGX-01,Sugar Run,10SGX,II, ,2080201
859, , , , , , ,10SGX-01T,Sugar Run,10SGX,II,tributary,2080201
860,Y, , ,H10,Massies Mill,Massies Mill,10SHO-01,Shoe Creek,10SHO,I, ,2080203
861, , , , , , ,10SHO-01T,Shoe Creek,10SHO,I,tributary,2080203
862,Y, , ,I10,Potts Creek,Potts Creek,10SHV-01,Shawvers Run,10SHV,II, ,2080201
863, , , , , , ,10SHV-01T,Shawvers Run,10SHV,II,tributary,2080201
864,Y, , ,I02,Sunrise,Sunrise,10SIN-01,Spring Run,10SIN,II, ,2080201
865,Y, , ,I18,Longdale Furnace,Eagle Rock,10SKG-01,Sinking Creek,10SKG,II, ,2080201
866, , , , , , ,10SKG-01T,Sinking Creek,10SKG,II,tributary,2080201
867,Y, , ,H09,Massies Mill,Massies Mill,10SLV-01,Silver Creek,10SLV,III, ,2080203
868,Y, , ,I09,Healing Springs,Clifton Forge,10SMH-02,Smith Creek,10SMH,II, ,2080201
869, , , , , , ,10SMH-02T,Smith Creek,10SMH,II,tributary,2080201
870,Y, , ,I32,Augusta Springs,Augusta Springs,10SMI-01,Smith Creek,10SMI,IV, ,2080202
871,Y, , ,I36,Big Levels,Vesuvius,10SMR-01,St. Marys River,10SMR,II, ,2080202
872, , , , , , ,10SMR-01T,St. Marys River,10SMR,II,tributary,2080202
873,Y, , ,I36,Big Levels,Big Levels,10SMR-02,St. Marys River,10SMR,I, ,2080202
874,Y,Y, ,I18,Sugarloaf Mtn.,Sugarloaf Mtn.,10SMT-01,Smith Branch,10SMT,II, ,2080201
875,Y, , ,I22,Strom,Strom,10SNM-01,Stony Run,10SNM,III, ,2080201
876, , , , , , ,10SNM-01T,Stony Run,10SNM,III,tributary,2080201
877,Y, , , ,Burnsville,Burnsville,10SNQ-01,Stony Run,10SNQ,II, ,2080201
878,Y, , ,I07,Alleghany,Alleghany,10SNR-01,Snake Run,10SNR,II, ,2080201
879,Y, , ,H15,Sherando,Sherando,10SPC-01,Spruce Creek,10SPC,II, ,2080203
880, , ,Y,I16,Bath Alum,Nimrod Hall,10SPI-01,Spring Branch,10SPI,II, ,2080201
881, , ,Y,I17,Longdale Furnace,Longdale Furnace,10SPN-01,Simpson Creek,10SPN,II, ,2080201
882, , , , , , ,10SPN-01T,Simpson Creek,10SPN,II,tributary,2080201
883,Y, , ,I21,Interior,Newport,10SPT-01,Saltpeter Branch,10SPT,II, ,2080201
884, , ,Y,H02,Montebello,Montebello,10SRC-01,Statons Creek,10SRC,II, ,2080203
885,Y, , ,I36,Vesuvius,Vesuvius,10SRN-01,"Spy Run, NF",10SRN,II, ,2080202
886,Y, , ,L23,Peaks of Otter,Peaks of Otter,10STC-01,Stony Creek,10STC,II, ,3010101
887, , , , , , ,10STC-01T,Stony Creek,10STC,II,tributary,3010101
888,Y, , ,I30,Elliott Knob,Deerfield,10STL-01,Still Run,10STL,IV, ,2080202
889,Y, , ,I21,Eggleston,Newport,10STN-01,Sartain Branch,10STN,II, ,2080201
890,Y, , ,I36,Vesuvius,Vesuvius,10SUR-01,Spy Run,10SUR,II, ,2080202
891,Y, , ,H15,Sherando,Sherando,10SYC-01,Stony Creek,10SYC,II, ,2080203
892, , , , , , ,10SYC-01T,Stony Creek,10SYC,II,tributary,2080203
893,Y,Y,Y,I19,Glenvar,Looney,10TCC-01,Trout Creek,10TCC,III, ,2080201
894, , , , , , ,10TCC-01T,Trout Creek,10TCC,III,tributary,2080201
895,Y, , ,I14,Bath Alum,Bath Alum,10TMP-01,Thompson Creek,10TMP,III, ,2080201
896,Y, , ,H11,Forks of Buffalo,Forks of Buffalo,10TNO-01,"Thrashers Creek, NF",10TNO,III, ,2080203
897,Y, , ,I18,Longdale Furnace,Longdale Furnace,10TRC-01,Trout Run,10TRC,II, ,2080201
898,Y, , ,I32,Elliott Knob,Augusta Springs,10TRO-01,Trout Branch,10TRO,IV, ,2080202
899,Y, , ,H09,Vesuvius,Massies Mill,10TYN-01,"Tye River, NF",10TYN,II, ,2080203
900, , , , , , ,10TYN-01T,"Tye River, NF",10TYN,II,tributary,2080203
901,Y, , ,H09,Montebello,Massies Mill,10TYS-01,"Tye River, SF",10TYS,II, ,2080203
902, , , , , , ,10TYS-01T,"Tye River, SF",10TYS,II,tributary,2080203
903,Y, , , ,Mustoe,Mustoe,10VIN-01,Vinegar Run,10VIN,II, ,2080201
904,Y, , ,I21,Interior,Waiteville,10WAR-01,War Spur Branch,10WAR,II, ,2080201
905,Y, , ,I17,Longdale Furnace,Nimrod Hall,10WAT-01,Waterfall Branch,10WAT,II, ,2080201
906,Y, , ,I36,Montebello,Montebello,10WGG-01,Wigwam Creek,10WGG,II, ,2080202
907,Y, , ,H09,Big Levels,Big Levels,10WHB-01,White Rock Creek,10WHB,II, ,2080203
908,Y, , ,H02,Cornwall,Montebello,10WHL-01,Wheelers Run,10WHL,II, ,2080203
909, , , , , , ,10WHL-01T,Wheelers Run,10WHL,II,tributary,2080203
910,Y, , ,I02,Minnehaha Springs,Sunrise,10WID-01,Wildlcat Hollow,10WID,III, ,2080201
911,Y, ,Y,H02,Montebello,Montebello,10WIG-01,Wiggins Branch,10WIG,II, ,2080203
912,Y, , ,I09,Healing Springs,Healing Springs,10WLN-01,Wilson Creek,10WLN,II, ,2080201
913, , , , , , ,10WLN-01T,Wilson Creek,10WLN,II,tributary,2080201
914,Y, , ,I09,Healing Springs,Healing Springs,10WNL-01,"Wilson Creek, LP",10WNL,II, ,2080201
915, , , , , , ,10WNL-01T,"Wilson Creek, LP",10WNL,II,tributary,2080201
916,Y, , ,I31,Millboro,Millboro,10WRR-01,White Rock Run,10WRR,IV, ,2080202
917,Y, , ,M03,Meadows of Dan,Meadows of Dan,12ARA-01,Ararat River,12ARA,II, ,3040101
918, , ,Y,M02,Fancy Gap,Fancy Gap,12ELK-01,Elk Spur Branch,12ELK,III, ,3040101
919, , ,Y,M03,Laurel Fork,Laurel Fork,12JEF-01,"Johnson Creek, EF",12JEF,III, ,3040101
920,Y, , ,M01,Lambsburg,Lambsburg,12LFR-01,Little Fisher Creek,12LFR,I, ,3040101
921,Y, ,Y,M02,Cana,Cana,12LIT-01,Little Pauls Creek,12LIT,II, ,3040101
922, , , , , , ,12LIT-01T,Little Pauls Creek,12LIT,II,tributary,3040101
923, , ,Y,M02,Laurel Fork,Fancy Gap,12LOV-01,Lovills Creek,12LOV,III, ,3040101
924,Y, , ,M02,Fancy Gap,Cana,12PAU-01,Pauls Creek,12PAU,II, ,3040101
925, , , , , , ,12PAU-01T,Pauls Creek,12PAU,II,tributary,3040101
926,Y, , ,M02,Lambsburg,Lambsburg,12STA-01,"Stewarts Creek, SF",12STA,I, ,3040101
927,Y, , ,M02,Lambsburg,Lambsburg,12STE-01,Stewarts Creek,12STE,III, ,3040101
928, , , , , , ,12STE-01T,Stewarts Creek,12STE,III,tributary,3040101
929,Y, , ,M02,Lambsburg,Lambsburg,12STW-01,"Stewarts Creek, NF",12STW,I, ,3040101
930, , ,Y,M03,Laurel Fork,Mount Airy North,12SUN-01,Sun Run,12SUN,III, ,3040101
931,Y, ,Y,M03,Meadows of Dan,Meadows of Dan,12THO-01,Thompsons Creek,12THO,II, ,3040101
932,Y, , ,M02,Lambsburg,Lambsburg,12TUR-01,Turkey Creek,12TUR,II, ,3040101
933, , ,Y,M02,Fancy Gap,Fancy Gap,12WAT-01,Waterfall Branch,12WAT,II, ,3040101
934,Y, , ,I01,Burnsville,Burnsville,10LVR-01,Little Valley Run,10LVR,III, ,2080201
935,Y, ,Y,N21,Indian Valley,Indian Valley,04LIC-01,Little Indian Creek,04LIC,III, ,5050001
936,Y, , ,B54,Strasburg,Toms Brook,07MLR-01,Mill Run,07MLR,II, ,2070006
937,Y, , ,B52,Mountain Falls,Mountain Falls,07RSR-01,Richards Run,07RSR,II, ,2070006
938,Y, , ,B44,Rawley Springs,Singers Glen,07SLK-01,Slate Lick Branch,07SLK,IV, ,2070006
939, ,Y,Y,O10,Broadford,Broadford,03BEV-01,Beaver Creek,03BEV,II, ,6010101
940, , , ,I21,Paint Bank,Looney,10ROK-01,Rocky Branch,10ROK,II, ,2080201
941,Y,Y, ,N13,Meadows of Dan,Laurel Fork,04TOR-01,Tory Creek,04TOR,III, ,5050001
942,Y, , ,B35,Swift Run Gap,Elkton East,07WSR-01,West Swift Run,07WSR,III, ,2070005
943,Y, , ,B52,Woodstock,Woodstock,07FGP-01,Fetzer Gap Run,07FGP,III, ,2070006
944,Y, , ,B36,Elkton East,Elkton East,07SNN-01,Stony Run,07SNN,II, ,2070005
945,Y, , ,B52,Woodstock,Woodstock,07SUL-01,Sulpher Springs,07SUL,III, ,2070006
946,Y, , ,B47,Elkton West,Elkton West,07MTN-01,Mountain Run,07MTN,III, ,2070006
947, , , , , , ,04CGG-01T,Crigger Creek,04CGG,IV,tributary,5050001
948,Y, ,Y,N09,Cedar Springs,Cedar Springs,04MID-01,Middle Creek,04MID,II, ,5050001
949,Y, , ,H24,Crimora,Browns Cove,10BGI-01,Big Branch,10BGI,IV, ,2080204
