OBJECTID,MAPNO,INS,DC,BLK,LOT,SUBLOT,ACCOUNT,GPIN,CONDO_NAME,NOTES,CHGDATE,ParcelType,SHAPE_Length,SHAPE_Area
72141,9,,10,,6,,  9  10      6,3636-61-9605,,,2003-12-03T00:00:00.000Z,101,2403.335657,282578.469295
72142,66,,A,,17,, 66   A     17,2527-21-7027,,,2004-01-12T00:00:00.000Z,101,14985.822737,3024709.606075
72143,,,,,,,,2526-39-2684,,ROW,2004-01-13T00:00:00.000Z,102,3314.04116,51909.376322
72144,59,,1,,A,, 59   1      A,3529-35-6637,,,2010-05-27T00:00:00.000Z,101,1294.827459,67436.714923
72145,33,,A, ,56,A, 33   A     56A,2692-96-0519, , ,2010-05-27T00:00:00.000Z,101,1184.11162,87787.236846
72146,68,,A,,130,, 68   A    130,2557-18-5258,,,2004-01-30T00:00:00.000Z,101,675.185897,25211.832451
72147,23,,A,,127,, 23   A    127,2694-31-3237,,,,101,1306.398179,74634.397567
72148,83,A,55,,15,, 83A 55     15,2556-09-7172,,,2004-01-15T00:00:00.000Z,101,689.686814,23484.199464
72149,83,A,17,,3,, 83A 17      3,2556-09-8342,,,2010-01-12T00:00:00.000Z,101,760.175612,30514.858285
72150,,,,,,,,2557-02-2606,,RAILROAD,2004-02-02T00:00:00.000Z,106,345.678098,4029.499324
72151,83,B,18,,3,A, 83B 18      3A,2546-67-1487,,,2004-02-02T00:00:00.000Z,101,822.895656,32781.123619
72152,83,B,15,,7,A, 83B 15      7A,2546-67-8453,,,2004-02-02T00:00:00.000Z,101,507.162783,11624.684933
72153,83,B,15,,7,, 83B 15      7,2546-67-9408,,,2004-02-02T00:00:00.000Z,101,482.177837,11413.271855
72154,83,B,7,2,3,, 83B  7  2   3,2546-69-1262,,,2004-02-02T00:00:00.000Z,101,1166.158618,63456.949469
72155,83,B,7,2,6,, 83B  7  2   6,2546-69-5460,,,2004-02-02T00:00:00.000Z,101,923.937201,41024.376802
72156,83,B,9,,8,A, 83B  9      8A,2546-79-0144,,,2004-02-02T00:00:00.000Z,101,620.433563,24036.026682
72157,83,C,1,,2,, 83C  1      2,2546-59-5549,,,2004-02-02T00:00:00.000Z,101,2903.495187,212289.606369
72159,83,A,11,18,1,, 83A 11 18   1,2556-15-8084,,,2010-02-25T00:00:00.000Z,101,539.028653,16918.33293
72160,,,,,,,,2556-15-8072,,ROW,2010-02-25T00:00:00.000Z,102,205.872339,643.023278
72161,23,B,1,,16,, 23B  1     16,2693-00-3779,,,2010-03-02T00:00:00.000Z,101,2050.015971,25133.484355
72162,23,B,1,,17,, 23B  1     17,2693-00-3779,,,2010-03-02T00:00:00.000Z,101,2048.488312,24466.854739
72163,23,B,1,,56,A, 23B  1     56A,2693-11-2392,,,2013-10-01T00:00:00.000Z,101,1553.557766,125504.86486
72164,23,B,1,,65,, 23B  1     65,2693-11-4279,,,2010-03-02T00:00:00.000Z,101,1040.87064,13971.615677
72165,23,B,1,,66,A, 23B  1     66A,2693-10-6788,,,2010-03-02T00:00:00.000Z,101,781.776522,34684.192152
72166,18,,A,,147,, 18   A    147,3644-68-5895,,,2003-12-05T00:00:00.000Z,101,1693.81927,102429.662165
72167,18,,A,,126,, 18   A    126,3644-59-5198,,,2003-12-04T00:00:00.000Z,101,1120.964613,47856.750345
72168,18,A,2,,A,, 18A  2      A,3645-50-2001,,,2003-11-24T00:00:00.000Z,101,762.199026,36035.957409
72170,20,K,13,,26,, 20K 13     26,2653-43-5902,,,,101,658.05725,21304.380284
72171,20,K,13,,28,, 20K 13     28,2653-43-4831,,,,101,640.421483,17955.858842
72172,20,K,9,,13,, 20K  9     13,2653-43-3588,,,,101,534.392342,15276.605612
72173,70,F,2, ,4, , 70F  2      4,2578-02-5742, ,,2004-01-19T00:00:00.000Z,101,1766.652616,132348.943094
72174,70,F,2, ,7,A, 70F  2      7A,2578-02-1460, ,,2010-03-22T00:00:00.000Z,101,1864.749653,144554.952924
72175,70,F,1, ,7, , 70F  1      7,2578-03-7697, ,,2007-06-12T00:00:00.000Z,101,3710.684083,473264.621997
72176,70,F,2, ,6,A, 70F  2      6A,2578-03-0401, ,,2004-01-19T00:00:00.000Z,101,3097.470182,479441.509601
72177,103,,10,,B,,103  10      B,3555-91-9851,,,2004-03-11T00:00:00.000Z,101,802.514208,23596.751804
72178,103,,A,,77,,103   A     77,3555-92-9435,,,2009-07-09T00:00:00.000Z,101,3184.639449,496710.841483
72179,103,,A,,75,,103   A     75,3555-92-3723,,,2009-07-09T00:00:00.000Z,101,1344.736051,102059.283
72180,91,,1,,4,D, 91   1      4D,3546-08-9394,,,2004-02-11T00:00:00.000Z,101,1251.101132,83535.748856
72181,17,A,1,,11,, 17A  1     11,3635-39-7326,,,2003-12-09T00:00:00.000Z,101,458.20338,4694.114496
72182,17,A,1,,38,, 17A  1     38,3636-30-7004,,,2003-12-09T00:00:00.000Z,101,436.757675,4242.723513
72183,17,A,1,,43,, 17A  1     43,3636-30-6196,,,2014-10-08T00:00:00.000Z,101,507.122523,11075.854216
72184,43,B,2, ,44, , 43B  2     44,2680-27-4569, , ,2003-12-19T00:00:00.000Z,101,1192.083448,74644.551432
72185,43,B,2, ,28, , 43B  2     28,2680-28-7013, , ,2003-12-19T00:00:00.000Z,101,455.259529,5219.193803
72186,43,B,2, ,26, , 43B  2     26,2680-28-7038, , ,2003-12-19T00:00:00.000Z,101,459.628088,5415.725901
72187,23,,A,,129,, 23   A    129,2693-49-3690,,,,101,2427.128343,335765.154301
72188,22,,A,,37,, 22   A     37,2683-34-6936,,,,101,4861.91512,1152937.739977
72189,22,,7,,4,, 22   7      4,2683-03-3794,,MINERALS,2013-01-23T00:00:00.000Z,203,8853.802786,4425770.94165
72190,21,,8,,1,, 21   8      1,2673-61-4821,,,2003-11-25T00:00:00.000Z,101,2104.091879,195271.955191
72191,32,,A, ,1, , 32   A      1,2673-70-5411, , ,2006-06-01T00:00:00.000Z,101,9334.792797,2035791.472962
72192,31,,A, ,28, , 31   A     28,2662-87-8453, , ,2003-12-15T00:00:00.000Z,101,9879.337453,3276548.987936
72193,23,,A,,135,A, 23   A    135A,2693-69-8586,,,,101,3923.716213,925171.873727
72194,40,,B, ,5,, 40   B      5,2640-45-9417, , ,2010-05-28T00:00:00.000Z,101,4670.699349,870299.940636
72195,83,A,11,35,1,A, 83A 11 35   1A,2556-36-7212,,,2004-01-22T00:00:00.000Z,101,224.465372,3129.433757
72196,34,,A,,94,, 34   A     94,3602-78-7548,,,2006-06-21T00:00:00.000Z,101,4198.146105,398261.203172
72197,42,,A, ,57, , 42   A     57,2671-21-8984, , ,2003-12-31T00:00:00.000Z,101,2464.487409,190334.778586
72198,42,G,1, ,5, , 42G  1      5,2671-22-4602, , ,2003-12-29T00:00:00.000Z,101,2046.560319,183485.772121
72199,42,,A, ,22,B, 42   A     22B,2660-93-3810, , ,2004-01-05T00:00:00.000Z,101,1143.809434,81516.166956
72200,42,,A, ,22,D, 42   A     22D,2660-93-2449, , ,2012-09-04T00:00:00.000Z,101,1887.937536,200876.749676
72201,33,,A, ,37,B4, 33   A     37B4,2691-06-0854, , ,2004-01-28T00:00:00.000Z,101,2016.029573,137642.698356
72202,40,,5, ,1, , 40   5      1,2650-10-4724, , ,2003-12-18T00:00:00.000Z,101,14310.495575,7505176.095388
72203,53,,A,,67,, 53   A     67,2640-70-8507,,,2006-09-12T00:00:00.000Z,101,14610.429462,3193447.079072
72204,53,,A,,70,, 53   A     70,2549-95-4628,,,2004-01-14T00:00:00.000Z,101,12025.333093,7043835.739917
72205,53,,A,,69,, 53   A     69,2549-97-5352,,,2004-01-14T00:00:00.000Z,101,661.235268,24055.949395
72206,,,,,,,,2549-97-0994,,ROW,2011-11-09T00:00:00.000Z,102,8351.460909,184285.971393
72207,15,D,1,,1,, 15D  1      1,3605-35-1944,,,2003-12-30T00:00:00.000Z,101,645.585282,24361.529457
72208,15,,A,,38,, 15   A     38,3605-36-1212,,,2012-09-12T00:00:00.000Z,101,2234.311715,177516.152025
72209,15,,A,,36,, 15   A     36,3605-26-8518,,,2003-12-09T00:00:00.000Z,101,1224.462098,66995.405963
72210,15,,A,,28,, 15   A     28,3605-26-4201,,,2003-12-10T00:00:00.000Z,101,882.014524,40513.365067
72211,15,,A,,9,, 15   A      9,3605-27-0414,,,2003-12-10T00:00:00.000Z,101,3084.870227,366814.359851
72212,15,,A,,25,, 15   A     25,3605-27-5174,,,2012-09-12T00:00:00.000Z,101,2925.966855,485391.439313
72213,15,,A,,10,B, 15   A     10B,3605-38-7003,,,2003-12-09T00:00:00.000Z,101,9528.254563,1772712.417492
72214,83,A,33,,11,, 83A 33     11,2556-46-2655,,,2012-09-12T00:00:00.000Z,101,442.862259,10697.727009
72215,83,A,11,91,3,, 83A 11 91   3,2556-46-1588,,,2004-01-17T00:00:00.000Z,101,382.547482,6756.929553
72216,,,,,,,,3519-23-7285, ,RAILROAD,2004-02-04T00:00:00.000Z,106,17597.348645,923502.263427
72217,88,,1,,14,A, 88   1     14A,3506-37-7404,,,2004-02-11T00:00:00.000Z,101,2794.690271,327722.446462
72218,88,,A,,9,C, 88   A      9C,3506-74-4460,,,2007-06-08T00:00:00.000Z,101,10677.460636,2625500.347394
72219,46,,A,,76,, 46   A     76,3621-42-4847,,,2009-12-01T00:00:00.000Z,101,4483.170628,1302503.396209
72220,46,,A,,77,B, 46   A     77B,3621-32-7578,,,2004-01-16T00:00:00.000Z,101,2150.851571,248838.710032
72221,32,D,9, ,2,, 32D  9      2,2681-89-2497, , ,2011-01-20T00:00:00.000Z,101,1299.604927,76867.220672
72222,88,,4,,3,, 88   4      3,3506-65-5456,,,2004-02-12T00:00:00.000Z,101,6051.706396,1776737.360433
72223,88,,2,,3,F, 88   2      3F,3506-24-6046,,,2004-02-12T00:00:00.000Z,101,6067.574915,1329028.535261
72224,88,,A,,10,B, 88   A     10B,3506-51-2800,,,2004-02-12T00:00:00.000Z,101,4349.443773,875009.358629
72225,88,,2,,3,, 88   2      3,3506-44-5588,,,2011-02-08T00:00:00.000Z,101,17966.252694,10171985.987264
72226,,,,,,,,3506-36-2777,,ROW,2011-02-08T00:00:00.000Z,102,1521.411661,12957.985432
72227,88,,A,,10,E, 88   A     10E,3506-61-4717,,,2004-02-12T00:00:00.000Z,101,2340.64361,301323.535844
72228,88,,A,,10,G, 88   A     10G,3506-51-9922,,,2004-02-12T00:00:00.000Z,101,2519.276582,240482.59729
72229,88,,2,,2,, 88   2      2,3506-14-0718,,,2011-02-08T00:00:00.000Z,101,2849.664362,486855.901003
72230,91,,A,,46,, 91   A     46,3546-14-7300,,,2004-02-12T00:00:00.000Z,101,10631.556455,6065147.439372
72231,91,,A,,44,, 91   A     44,3546-12-0265,,,2004-02-12T00:00:00.000Z,101,6995.24461,2510541.874962
72232,34,,A,,56,, 34   A     56,3602-71-6889,,TAX EXEMPT,2004-01-02T00:00:00.000Z,202,1510.207212,134191.612254
72233,20,U,1,,6,, 20U  1      6,2664-22-7082,,,2009-09-14T00:00:00.000Z,101,231.484793,1940.923873
72234,68,,A,,38,G, 68   A     38G,2547-53-1386,,,2004-01-30T00:00:00.000Z,101,1501.290392,102297.129704
72235,68,,A,,38,, 68   A     38,2547-42-4721,,,2004-01-30T00:00:00.000Z,101,4970.12185,1023211.002185
72236,68,A,7,,14,, 68A  7     14,2547-54-1783,,,2012-08-17T00:00:00.000Z,101,1401.654877,77639.799249
72237,68,A,7,,15,, 68A  7     15,2547-54-0826,,,2012-08-17T00:00:00.000Z,101,1571.885184,124329.441623
72238,68,A,7,,16,, 68A  7     16,2547-55-2123,,,2012-08-17T00:00:00.000Z,101,989.293567,50852.770658
72239,68,A,7,,17,, 68A  7     17,2547-55-4200,,,2012-08-17T00:00:00.000Z,101,1037.228332,59703.240166
72240,42,,A, ,14, , 42   A     14,2660-77-0696, , ,2014-06-17T00:00:00.000Z,101,1566.288279,154467.249527
72241,42,,A, ,13, , 42   A     13,2660-77-7232, , ,2003-12-31T00:00:00.000Z,101,11277.859811,3903823.858215
72242,32,,10, ,F,1A, 32  10      F1A,2682-24-9462, , ,2012-08-22T00:00:00.000Z,101,2799.410103,313684.56123
72243,32,M,1, ,1, , 32M  1      1,2682-22-6357, , ,2003-12-21T00:00:00.000Z,101,1543.976317,81865.045272
72244,32,M,1, ,2, , 32M  1      2,2682-22-7378, , ,2003-12-21T00:00:00.000Z,101,1817.789592,166913.405465
72245,32,,10, ,F,1C, 32  10      F1C,2682-32-1997, , ,2012-08-22T00:00:00.000Z,101,4002.71972,328188.829941
72246,32,,10, ,F,1D, 32  10      F1D,2682-23-9251, , ,2012-08-22T00:00:00.000Z,101,1574.603954,149114.497091
72247,26,,A,,35,A, 26   A     35A,3634-02-8477,,,2003-12-12T00:00:00.000Z,101,1135.341013,47490.595126
72248,83,A,11,28,3,, 83A 11 28   3,2556-35-5002,,,2004-01-22T00:00:00.000Z,101,401.814123,8462.221807
72249,83,A,11,28,16,, 83A 11 28  16,2556-35-5361,,TAX EXEMPT,2004-01-22T00:00:00.000Z,202,399.660436,8148.692526
72250,34,,1,,5,, 34   1      5,3603-60-4048,,,2003-12-31T00:00:00.000Z,101,2928.402708,380231.22365
72251,24,,A,,35,, 24   A     35,3603-60-1666,,,2003-12-05T00:00:00.000Z,101,3169.11138,509443.436499
72252,24,,6,,7,, 24   6      7,3603-90-1548,,,2004-01-03T00:00:00.000Z,101,11145.674783,2644337.381473
72253,34,,A,,94,A, 34   A     94A,3602-78-9941,,,2003-12-31T00:00:00.000Z,101,1961.822425,222861.468137
72254,42,G,1, ,4, , 42G  1      4,2671-22-2287, , ,2003-12-29T00:00:00.000Z,101,2851.178744,183227.04662
72255,42,,A, ,42,B, 42   A     42B,2671-12-8042, , ,2003-12-31T00:00:00.000Z,101,7134.585205,1328307.760046
72256,42,,6, ,3, , 42   6      3,2671-13-7284, , ,2005-08-03T00:00:00.000Z,101,2881.717875,428783.675868
72257,24,D,3,,1,, 24D  3      1,3604-25-0225,,,2012-08-30T00:00:00.000Z,101,1327.757648,109610.706015
72258,20,,A,,44,, 20   A     44,2653-50-1827,,,,101,9897.304553,3666827.609777
72259,31,D,1, ,1, , 31D  1      1,2662-75-0514, , ,2003-12-12T00:00:00.000Z,101,2403.863043,327609.538699
72260,29,B,2, ,44, , 29B  2     44,2652-16-7371, , ,2003-12-10T00:00:00.000Z,101,1268.828288,87804.888092
72261,29,,A, ,6, , 29   A      6,2642-97-3102, , ,2003-12-10T00:00:00.000Z,101,4851.121605,1112819.320235
72263,20,A,16,,2,, 20A 16      2,2654-72-2631,,,,101,1526.179647,130472.837845
72264,20,,1,,C,, 20   1      C,2664-03-5944,,,,101,7042.669756,1254283.961285
72265,16,,4,,10,A, 16   4     10A,3615-92-3161,,,2003-12-02T00:00:00.000Z,101,2443.153364,177000.696557
72266,103,C,30,,54,,103C 30     54,3554-50-0906,,,2004-02-26T00:00:00.000Z,101,589.874608,8028.724283
72267,68,A,3,,3,, 68A  3      3,2547-25-9058,,,2010-09-27T00:00:00.000Z,101,913.594,40907.900286
72268,68,A,3,,4,, 68A  3      4,2547-25-8050,,,2010-09-27T00:00:00.000Z,101,1020.948918,47136.500806
72269,68,,A,,24,, 68   A     24,2547-15-0599,,,2004-01-30T00:00:00.000Z,101,1521.068301,105993.443543
72270,68,,A,,23,, 68   A     23,2547-16-6576,,,2004-01-30T00:00:00.000Z,101,8647.111668,2280370.332705
72271,68,A,2,,21,, 68A  2     21,2547-25-4370,,,2004-01-15T00:00:00.000Z,101,919.175063,30115.230759
72272,68,A,2,,5,, 68A  2      5,2547-25-8396,,,2010-09-27T00:00:00.000Z,101,527.983486,5865.333357
72273,68,A,2,,6,, 68A  2      6,2547-25-8375,,,2010-09-27T00:00:00.000Z,101,550.448196,6627.253985
72274,68,A,2,,7,, 68A  2      7,2547-25-8345,,,2010-09-27T00:00:00.000Z,101,573.189788,7318.328073
72275,20,H,1,SQD,108,, 20H  1SQD 108,2653-98-7792,,,,101,678.336894,18225.333408
72276,20,H,1,SQD,107,, 20H  1SQD 107,2653-98-8649,,,,101,720.490019,17927.246725
72277,20,H,1,EQD,20,A, 20H  1EQD  20A,2653-99-6505,,,,101,741.083434,9500.022747
72278,20,H,1,SQD,5,, 20H  1SQD   5,2663-08-3547,,,,101,738.247254,21932.750521
72279,20,H,1,EQD,22,, 20H  1EQD  22,2653-99-4674,,,,101,771.883351,24647.501656
72280,20,H,1,SQD,105,, 20H  1SQD 105,2653-98-9672,,,,101,937.547858,33374.676254
72281,20,H,1,EQD,19,A, 20H  1EQD  19A,2653-99-8506,,,,101,749.746869,14631.264289
72282,93,,A,,91,J, 93   A     91J,3575-02-6384,,,2010-10-07T00:00:00.000Z,101,3893.567876,418852.472382
72283,34,A,1,,5,, 34A  1      5,3602-54-6723,,,2003-12-22T00:00:00.000Z,101,1947.156251,226253.56505
72284,,,,,,, ,3602-54-6348,,EASEMENT POLYGON,2003-12-22T00:00:00.000Z,108,692.349452,8492.616623
72285,34,A,5,,1,, 34A  5      1,3602-54-8379,,,2003-12-22T00:00:00.000Z,101,1004.832697,57618.962577
72286,49,,2,,1,, 49   2      1,3651-63-0845,,,2004-01-07T00:00:00.000Z,101,2997.13733,432457.680642
72288,91,,A,,52,A, 91   A     52A,3546-10-2979,,,2004-02-12T00:00:00.000Z,101,1087.68542,68673.31345
72289,91,C,1,,1,, 91C  1      1,3546-31-9649,,,2004-02-10T00:00:00.000Z,101,3443.675202,529388.307432
72290,90,,1,,4,A, 90   1      4A,3536-53-7588,,TAX EXEMPT,2004-02-11T00:00:00.000Z,202,1090.718232,54344.096891
72291,90,,1,,4,B, 90   1      4B,3536-54-5259,,TAX EXEMPT,2004-02-11T00:00:00.000Z,202,1826.72797,66139.834856
72292,103,C,10,6,7,,103C 10  6   7,3554-22-7964,,,2004-02-19T00:00:00.000Z,101,391.994551,7364.986351
72293,103,C,10,6,4,,103C 10  6   4,3554-22-6917,,,2004-02-19T00:00:00.000Z,101,419.492852,8273.454583
72294,103,C,10,6,6,,103C 10  6   6,3554-23-5067,,,2004-02-19T00:00:00.000Z,101,365.207707,5888.95492
72295,35,,A,,74,B, 35   A     74B,3622-25-8572,,,2004-01-07T00:00:00.000Z,101,2180.933109,119278.446728
72296,35,,A,,84,A, 35   A     84A,3622-36-3251,,OPEN SPACE EASEMENT,2011-05-26T00:00:00.000Z,201,8029.865646,2854778.451958
72297,35,,A,,84,, 35   A     84,3622-36-3251,,,2011-05-26T00:00:00.000Z,101,8029.865646,2854778.451958
72298,46,,A,,47,, 46   A     47,3610-98-1395,,,2004-01-16T00:00:00.000Z,101,7770.560147,1903888.070493
72299,24,,A,,27,B1, 24   A     27B1,3603-35-9569,,,2003-12-08T00:00:00.000Z,101,950.167046,54252.401302
72300,24,C,4,,2,A, 24C  4      2A,3603-45-2541,,,2005-06-10T00:00:00.000Z,101,1534.158903,87182.481412
72301,86,,A,,2,, 86   A      2,2586-15-2755,,,2004-01-19T00:00:00.000Z,101,29481.624768,27977761.84576
72302,97,,A,,5,, 97   A      5,2585-20-9780,,,2004-02-03T00:00:00.000Z,101,81095.930345,52446415.203271
72303,97,,1,,7,, 97   1      7,2585-24-5350,,,2004-02-03T00:00:00.000Z,101,7829.80565,2456710.373306
72304,97,,1,,4,, 97   1      4,2575-93-4813,,,2004-02-03T00:00:00.000Z,101,11653.715035,4105816.783076
72305,23,E,3,,2,, 23E  3      2,2694-43-7137,,,,101,1072.899633,44074.494697
72306,20,H,1,NQD,148,, 20H  1NQD 148,2654-81-1793,,,,101,1233.070683,53380.981825
72307,103,C,1,F,2,,103C  1  F   2,3554-24-7506,,,2004-02-18T00:00:00.000Z,101,718.270576,16510.605366
72308,103,C,1,E,1,A,103C  1  E   1A,3554-34-0617,,TAX EXEMPT,2004-02-18T00:00:00.000Z,202,1122.740057,78272.523637
72309,103,C,6,D,1,,103C  6  D   1,3554-34-0315,,,2004-02-18T00:00:00.000Z,101,769.637039,28397.765786
72310,60,,B,,2,, 60   B      2,3538-63-9267,,,2012-01-23T00:00:00.000Z,101,6329.812087,2106722.182067
72311,60,,B,,3,, 60   B      3,3538-74-5526,,,2012-01-23T00:00:00.000Z,101,4009.768098,1053362.46807
72312,75,,A,,53,A, 75   A     53A,3538-32-3988,,,2005-05-20T00:00:00.000Z,101,7171.670518,1261782.024417
72313,60,,B,,1,, 60   B      1,3538-63-1849,,,2012-01-23T00:00:00.000Z,101,7999.061772,2106387.292319
72314,,,,,,,,3538-65-3734,,ROW,2012-01-23T00:00:00.000Z,102,4688.48414,29892.967375
72315,11,B,3,,13,, 11B  3     13,2664-36-0875,,,,101,766.887703,30375.387077
72316,11,A,7,3,2,, 11A  7  3   2,2664-37-2087,,,,101,844.870415,43213.613557
72317,11,A,7,4,6,, 11A  7  4   6,2664-38-1470,,,,101,884.214494,43409.376908
72318,11,A,7,4,9,, 11A  7  4   9,2664-38-3081,,,,101,909.84783,45161.802839
72319,11,,A,,15,D, 11   A     15D,2664-37-2518,,,,101,1548.448672,103432.050355
72320,11,,A,,15,B, 11   A     15B,2664-27-6323,,,,101,2414.902714,292734.953305
72321,8,,A,,25,A,  8   A     25A,3626-05-9413,,,2003-12-01T00:00:00.000Z,101,1435.080679,111736.071645
72322,8,,A,,32,,  8   A     32,3626-25-3744,,TAX EXEMPT,2003-12-01T00:00:00.000Z,202,802.383236,39692.138557
72323,8,,A,,35,,  8   A     35,3626-25-4565,,,2003-12-01T00:00:00.000Z,101,2130.876473,113962.471161
72324,8,,A,,51,,  8   A     51,3626-35-3721,,,2003-12-01T00:00:00.000Z,101,813.634463,34834.914991
72325,8,,7,,2,,  8   7      2,3626-26-4280,,,2003-12-01T00:00:00.000Z,101,1599.211913,59314.556152
72326,8,,7,,3,,  8   7      3,3626-26-5267,,,2003-12-01T00:00:00.000Z,101,1811.891834,62923.439064
72327,8,,A,,31,,  8   A     31,3626-26-2048,,,2003-12-01T00:00:00.000Z,101,1158.012137,64874.903152
72328,103,C,30,,30,B,103C 30     30B,3554-30-9669,,,2010-10-21T00:00:00.000Z,101,460.942042,3767.805468
72329,33,,A, ,37,B6, 33   A     37B6,2691-06-7676, , ,2012-09-04T00:00:00.000Z,101,3364.190175,315186.972236
72330,33,,A, ,33,E, 33   A     33E,2681-97-9208, , ,2003-12-14T00:00:00.000Z,101,1994.821346,238712.464316
72331,,,,,,,,,,SEE PLATS C93-929 & 930 FOR DETAILS,2012-09-11T00:00:00.000Z,105,2141.973789,14782.815858
72332,,,,,,,,3605-36-0217,,ROW,2012-09-12T00:00:00.000Z,102,940.339841,4499.3269
72333,15,,A,,35,A, 15   A     35A,3605-26-5290,,,2012-09-12T00:00:00.000Z,101,956.023526,51877.745504
72334,15,,A,,27,, 15   A     27,3605-26-1780,,,2003-12-10T00:00:00.000Z,101,1583.292168,134796.994077
72335,15,,A,,25,B, 15   A     25B,3605-26-5503,,,2003-12-10T00:00:00.000Z,101,2406.508104,143090.727047
72336,83,A,11,91,1,, 83A 11 91   1,2556-46-1533,,,2004-01-17T00:00:00.000Z,101,327.010336,3050.074286
72337,83,A,11,91,4,, 83A 11 91   4,2556-46-2631,,,2004-01-17T00:00:00.000Z,101,378.526621,6231.993553
72338,20,H,1,NQD,150,, 20H  1NQD 150,2654-71-9746,,,,101,640.107403,22879.27906
72339,75,,A,,53,, 75   A     53,3538-32-3988,,,2005-05-20T00:00:00.000Z,101,6711.081426,2205896.072378
72340,60,,A,,29,E, 60   A     29E,3538-55-9607,,,2012-01-23T00:00:00.000Z,101,2010.462191,235852.800488
72341,60,,B,,6,, 60   B      6,3538-75-2305,,,2012-01-23T00:00:00.000Z,101,3483.731478,526617.37912
72342,60,,B,,4,, 60   B      4,3538-55-9143,,,2012-01-23T00:00:00.000Z,101,5139.848434,1053177.101977
72343,60,,B,,5,, 60   B      5,3538-54-3979,,,2012-01-23T00:00:00.000Z,101,6417.723882,1053126.330692
72344,11,B,3,,15,, 11B  3     15,2664-26-8957,,,,101,528.98921,16367.087525
72345,11,B,3,,16,, 11B  3     16,2664-26-7959,,,,101,495.925188,14729.510412
72346,103,C,39,A,17,,103C 39  A  17,3554-30-9138,,,2010-10-21T00:00:00.000Z,101,520.971851,8726.330588
72347,103,C,30,,31,,103C 30     31,3554-30-9778,,,2010-10-21T00:00:00.000Z,101,658.26713,15104.547531
72348,103,C,30,,30,,103C 30     30,3554-30-9724,,,2010-10-21T00:00:00.000Z,101,250.514874,2834.936928
72349,103,C,39,B,4,,103C 39  B   4,3554-40-1533,,,2010-10-21T00:00:00.000Z,101,194.765515,1759.170931
72350,103,C,39,B,5,,103C 39  B   5,3554-40-1531,,,2010-10-21T00:00:00.000Z,101,203.464974,1911.135359
72351,103,C,39,B,12,,103C 39  B  12,3554-40-1313,,,2010-10-21T00:00:00.000Z,101,272.519308,2801.970571
72352,18,G,1,,10,, 18G  1     10,3644-29-5614,,,2006-05-15T00:00:00.000Z,101,609.801196,20555.591585
72353,50,,A,,2,B2, 50   A      2B2,3661-50-7881,,,2010-04-15T00:00:00.000Z,101,11497.551969,4655794.790384
72354,50,,A,,2,B, 50   A      2B,3661-41-2038,,,2010-04-15T00:00:00.000Z,101,13105.939967,4630550.775719
72355,87,,A,,37,, 87   A     37,2595-25-3362,,TAX EXEMPT,2004-01-26T00:00:00.000Z,202,741.825281,28656.997907
72356,87,,A,,41,C, 87   A     41C,2595-34-1464,,,2004-01-26T00:00:00.000Z,101,1320.374004,91400.445862
72357,17,A,1,,70,, 17A  1     70,3636-30-4897,,,2003-12-09T00:00:00.000Z,101,589.65887,6499.398008
72358,17,A,1,,71,, 17A  1     71,3636-30-4879,,,2003-12-09T00:00:00.000Z,101,609.467532,7231.952033
72359,17,A,1,,72,, 17A  1     72,3636-30-4950,,,2003-12-09T00:00:00.000Z,101,623.629178,7173.822235
72360,17,A,1,,73,, 17A  1     73,3636-30-4943,,,2003-12-09T00:00:00.000Z,101,635.343447,6851.449028
72361,17,A,1,,82,, 17A  1     82,3636-31-3101,,,2003-12-09T00:00:00.000Z,101,776.335077,9010.060857
72362,17,A,1,,81,, 17A  1     81,3636-31-3018,,,2003-12-09T00:00:00.000Z,101,764.959387,9547.009332
72363,17,A,1,,79,, 17A  1     79,3636-31-3045,,,2003-12-09T00:00:00.000Z,101,730.012505,8370.59537
72364,81,D,1,A,10,, 81D  1  A  10,2527-40-1124,,,2004-01-13T00:00:00.000Z,101,620.292054,21884.993424
72365,81,D,1,A,11,, 81D  1  A  11,2527-30-9220,,,2004-01-13T00:00:00.000Z,101,609.528358,20890.582766
72366,77,,1,,A,1, 77   1      A1,3558-72-3618,,,2004-02-12T00:00:00.000Z,101,1351.82312,102650.653726
72367,9,,A,,56,B,  9   A     56B,3636-26-2756,,,2010-05-28T00:00:00.000Z,101,1458.877431,125387.290372
72368,9,,13,,3,,  9  13      3,3636-26-5111,,,2008-08-18T00:00:00.000Z,101,3580.496607,384372.392526
72369,40,,B, ,2,, 40   B      2,2640-34-7798, , ,2009-12-07T00:00:00.000Z,101,8788.013875,1607614.023422
72370,40,,B, ,4,, 40   B      4,2640-54-2712, , ,2009-12-07T00:00:00.000Z,101,5395.74724,1698277.703416
72371,68,E,6,3,1,, 68E  6  3   1,2557-16-1498,,,2010-06-02T00:00:00.000Z,101,706.165089,24178.813934
72372,21,B,4,,29,, 21B  4     29,2664-61-4374,,,,101,937.570407,44033.53515
72373,87,,4,,10,C1, 87   4     10C1,2596-58-5443,,,2008-11-14T00:00:00.000Z,101,6252.129952,1824278.767075
72374,103,C,30,,30,A,103C 30     30A,3554-30-9722,,,2010-10-21T00:00:00.000Z,101,235.25259,2039.499672
