OBJECTID,FTR_CODE,ELEV,DEMO
87073,Other Building,15.2,No
88297,Other Building,19.066,No
87074,Garage,18.9,No
88298,Residential Building,21.4,No
87075,Residential Building,21.3,No
88299,Other Building,19.1,No
87076,Residential Building,23.7,No
88300,Residential Building,21.8,No
87077,Residential Building,23.8,No
88301,Other Building,14.9,No
87078,Commercial / Industrial Building,35,No
88302,Residential Building,30.3,No
88304,Residential Building,24.3,No
87080,Residential Building,22,No
88305,Other Building,19.3,No
87081,Residential Building,22.5,No
88306,Residential Building,25,No
87082,Residential Building,22.8,No
88307,Residential Building,28.611,No
87083,Other Building,13.1,No
87084,Garage,17.1,No
88308,Residential Building,23.3,No
87085,Other Building,20.8,No
88309,Residential Building,22.9,No
87086,Residential Building,21.786,No
88310,Other Building,17.6,No
87087,Commercial / Industrial Building,31.3,No
88311,Residential Building,19.9,No
87088,Other Building,19.4,No
88312,Other Building,17.3,No
87089,Residential Building,30.113,No
88313,Residential Building,23.49,No
87090,Residential Building,23.6,No
88314,Garage,18.8,No
87092,Residential Building,22.1,No
88315,Commercial / Industrial Building,46.563,No
87093,Residential Building,32,No
88316,Other Building,17.4,No
87094,Garage,20.2,No
88317,Residential Building,22.8,No
87095,Garage,17.4,No
88318,Residential Building,22.7,No
87096,Other Building,13,No
88319,Residential Building,28.759,No
87098,Residential Building,23.6,No
88321,Residential Building,22.1,No
87099,Other Building,20.1,No
88322,Residential Building,21.8,No
87100,Other Building,16.704,No
87101,Other Building,22.2,No
88323,Residential Building,22.1,No
87102,Residential Building,21.9,No
88324,Other Building,20.391,No
88325,Residential Building,24.7,No
87103,Garage,14.879,No
87104,Residential Building,23.9,No
88326,Garage,21.4,No
87105,Other Building,19.5,No
88327,Residential Building,24.6,No
87106,Residential Building,22.2,No
88328,Residential Building,22.3,No
87107,Residential Building,23.5,No
88329,Residential Building,17.4,No
87108,Residential Building,22.5,No
88330,Residential Building,22.2,No
87109,Commercial / Industrial Building,29,No
88331,Residential Building,23.8,No
87110,Other Building,13.7,No
88332,Residential Building,30.9,No
87111,Other Building,13,No
88333,Residential Building,19,No
87112,Other Building,20,No
88334,Residential Building,23.6,No
87113,Garage,20.8,No
88335,Residential Building,19.5,No
87114,Residential Building,29.1,No
88336,Residential Building,14.457,No
87115,Garage,19.8,No
88337,Residential Building,21.9,No
87116,Garage,21.1,No
88338,Other Building,20.2,No
87117,Commercial / Industrial Building,0,No
88339,Residential Building,24.1,No
88340,Garage,19.9,No
87118,Residential Building,22.8,No
88341,Residential Building,14.8,No
87119,Residential Building,21.9,No
88342,Garage,21.469,No
87120,Garage,17.6,No
88343,Residential Building,20.5,No
87121,Residential Building,24.1,No
88344,Garage,24.028,No
87122,Residential Building,24.1,No
88345,Residential Building,20.4,No
87123,Garage,22.6,No
88346,Residential Building,24.9,No
87124,Other Building,23.3,No
88347,Commercial / Industrial Building,34.6,No
87125,Other Building,13.669,No
87126,Residential Building,22.9,No
87127,Commercial / Industrial Building,33.6,No
88349,Residential Building,22.8,No
87128,Garage,21,No
88350,Other Building,11.2,No
87129,Commercial / Industrial Building,39.5,No
88351,Garage,19.4,No
87130,Garage,19.8,No
88353,Garage,24.4,No
87131,Residential Building,18.9,No
88354,Residential Building,24,No
87132,Other Building,12.133,No
88355,Other Building,19.2,No
87133,Other Building,14.4,No
88356,Other Building,22.7,No
87134,Residential Building,23.8,No
88357,Residential Building,22,No
87136,Other Building,15.6,No
88359,Residential Building,27.5,No
87137,Residential Building,20.1,No
88360,Commercial / Industrial Building,28.9,No
87138,Residential Building,22.8,No
87139,Residential Building,24.027,No
88361,Residential Building,23.7,No
87140,Residential Building,24.5,No
88363,Residential Building,23.844,No
87141,Garage,20.5,No
88364,Garage,21.246,No
87142,Residential Building,24.6,No
88365,Other Building,21.694,No
88366,Other Building,15.165,No
87143,Residential Building,21.1,No
88367,Garage,21.5,No
87144,Residential Building,24.1,No
88369,Other Building,21.1,No
87145,Other Building,21.8,No
88370,Other Building,11.446,No
87146,Garage,19.3,No
88372,Residential Building,24.7,No
87147,Other Building,20,No
88373,Residential Building,22.9,No
87148,Garage,20.6,No
88374,Other Building,20.688,No
87149,Residential Building,23.7,No
88375,Residential Building,22.4,No
87150,Residential Building,23.8,No
88376,Residential Building,25.1,No
87151,Residential Building,25,No
88377,Other Building,18.2,No
87152,Residential Building,28.7,No
88378,Residential Building,18.4,No
87154,Residential Building,23.7,No
88379,Other Building,20.567,No
87155,Garage,20.5,No
87156,Residential Building,23,No
88380,Other Building,21.625,No
87157,Other Building,19.4,No
88381,Residential Building,22.5,No
87158,Commercial / Industrial Building,24.6,No
88382,Residential Building,22.8,No
87159,Other Building,22.2,No
88383,Residential Building,22.6,No
87160,Residential Building,18.8,No
88384,Other Building,18.4,No
87161,Residential Building,18.7,No
88385,Residential Building,25.1,No
87162,Other Building,16.6,No
87164,Residential Building,23.8,No
88386,Other Building,19.037,No
88387,Garage,22.1,No
87165,Garage,22.4,No
88388,Residential Building,24.331,No
87166,Residential Building,31.188,No
88389,Residential Building,21.763,No
87167,Residential Building,17.8,No
88390,Residential Building,21.9,No
87168,Garage,20.3,No
87170,Other Building,23.315,No
88391,Residential Building,23.3,No
87172,Residential Building,13.951,No
88392,Other Building,22.4,No
87173,Residential Building,17.8,No
88394,Residential Building,23.3,No
87174,Garage,18,No
88395,Garage,16.2,No
87175,Residential Building,22.8,No
88397,Garage,20.5,No
88398,Garage,21.733,No
87176,Residential Building,17.4,No
88399,Other Building,20.139,No
87177,Other Building,15.9,No
88400,Residential Building,24.1,No
87178,Residential Building,20.1,No
88401,Other Building,19.9,No
87179,Residential Building,30.8,No
88402,Garage,18.8,No
87181,Residential Building,18.3,No
88403,Other Building,13.7,No
87182,Garage,19.6,No
88404,Garage,21.8,No
87183,Residential Building,22.7,No
88406,Other Building,14.309,No
87184,Residential Building,27.3,No
88407,Other Building,19.806,No
87185,Garage,21.6,No
88408,Garage,22.324,No
87186,Residential Building,20.7,No
88409,Other Building,14.338,No
87187,Other Building,18.3,No
88410,Residential Building,22.7,No
87188,Residential Building,22.6,No
88411,Residential Building,22.3,No
87189,Other Building,20.044,No
88412,Residential Building,22.3,No
87190,Garage,18.8,No
88413,Residential Building,18,No
87191,Other Building,15.1,No
88414,Other Building,17.172,No
87192,Residential Building,21.4,No
88415,Residential Building,22.9,No
87193,Residential Building,18,No
88416,Residential Building,18.4,No
87194,Residential Building,18.5,No
88417,Garage,18.8,No
87195,Residential Building,23,No
88418,Residential Building,22.9,No
87196,Residential Building,23.5,No
88419,Other Building,20.9,No
87197,Other Building,13.5,No
88420,Residential Building,32.8,No
87198,Garage,19.1,No
88421,Residential Building,24,No
87199,Other Building,15,No
88422,Commercial / Industrial Building,29.4,No
87200,Other Building,18.244,No
87201,Other Building,20.2,No
88423,Garage,21,No
87202,Garage,23.1,No
88424,Residential Building,21.7,No
87203,Residential Building,31.1,No
88425,Residential Building,23.1,No
87204,Other Building,13.387,No
88426,Residential Building,21.7,No
87205,Residential Building,24.9,No
88427,Garage,22.7,No
87206,Residential Building,24.2,No
88428,Residential Building,19.9,No
88429,Residential Building,23.829,No
87207,Residential Building,23.6,No
88430,Residential Building,22.9,No
87208,Residential Building,23,No
88431,Other Building,22.549,No
87209,Residential Building,27.7,No
88432,Garage,30.449,No
87210,Residential Building,24.3,No
88433,Residential Building,20,No
87211,Other Building,18.761,No
87213,Residential Building,22.6,No
88434,Residential Building,22.6,No
88435,Garage,19.1,No
87214,Residential Building,21.6,No
88437,Residential Building,23.7,No
87215,Other Building,13.669,No
87216,Garage,19.1,No
88438,Garage,18.2,No
87217,Other Building,11.8,No
88439,Garage,17.7,No
87218,Residential Building,22.9,No
88440,Other Building,15.4,No
87219,Residential Building,22.8,No
88441,Residential Building,24.6,No
87220,Residential Building,24,No
88442,Residential Building,24.5,No
87221,Residential Building,23.5,No
88443,Other Building,14.693,No
87222,Residential Building,23.4,No
88444,Garage,19.9,No
87223,Other Building,14.907,No
88445,Garage,20.8,No
87224,Residential Building,22.5,No
88446,Garage,21,No
88447,Residential Building,20.4,No
87225,Other Building,22.7,No
88448,Commercial / Industrial Building,35.1,No
87226,Garage,19.3,No
87227,Other Building,25,No
88449,Residential Building,30.9,No
87228,Residential Building,22.3,No
88450,Other Building,18.4,No
87229,Other Building,21.3,No
88451,Residential Building,22.7,No
87230,Garage,15.4,No
88452,Residential Building,26.3,No
87231,Garage,20.9,No
88453,Residential Building,20,No
87233,Residential Building,20.3,No
88454,Residential Building,22.9,No
87234,Residential Building,22.9,No
88456,Other Building,16.9,No
87235,Garage,22.2,No
88458,Residential Building,21.7,No
87236,Public Safety,32.8,No
88459,Residential Building,23.1,No
87238,Storage Tank,34,No
88460,Other Building,21.945,No
88461,Residential Building,22.5,No
88462,Other Building,17.2,No
88463,Residential Building,32.238,No
87239,Garage,15.5,No
88464,Other Building,17.5,No
87240,Residential Building,20.4,No
88465,Residential Building,23.7,No
87241,Residential Building,21.8,No
88466,Residential Building,20.6,No
87242,Other Building,14,No
87243,Other Building,15.049,No
88467,Residential Building,22.5,No
87244,Garage,16.9,No
88468,Garage,20.2,No
87245,Residential Building,22.6,No
88469,Garage,23.2,No
87246,Other Building,20.7,No
88471,Residential Building,23.1,No
87247,Other Building,14,No
88472,Residential Building,22.8,No
87248,Residential Building,23.3,No
88473,Garage,20.5,No
87249,Residential Building,23.1,No
88474,Garage,20.5,No
88475,Other Building,16.7,No
87250,Residential Building,22.6,No
88476,Residential Building,22.3,No
87251,Residential Building,20.9,No
88478,Residential Building,22.8,No
87252,Garage,19,No
88479,Residential Building,23.3,No
87253,Garage,19.3,No
88480,Residential Building,29.9,No
87254,Garage,21.4,No
87255,Residential Building,24.1,No
88482,Garage,19.8,No
88484,Garage,18.3,No
87256,Commercial / Industrial Building,32.6,No
88485,Other Building,15.711,No
87257,Garage,18.4,No
88486,Other Building,22.022,No
87258,Residential Building,28.4,No
88487,Other Building,19.906,No
88488,Residential Building,23.5,No
87259,Residential Building,22.9,No
88489,Commercial / Industrial Building,22,No
87260,Residential Building,14.9,No
87261,Residential Building,20.5,No
88490,Garage,22.1,No
88491,Garage,20.3,No
88492,Residential Building,22.087,No
87262,Other Building,17.5,No
88493,Institutional Building,35.4,No
87263,Residential Building,33.2,No
88494,Residential Building,22.4,No
87264,Residential Building,25.3,No
88495,Residential Building,24.1,No
87265,Other Building,13.5,No
87266,Residential Building,22.8,No
88496,Garage,19.5,No
87267,Other Building,19.216,No
88497,Residential Building,33.2,No
87269,Garage,21.8,No
88498,Garage,22.2,No
87270,Residential Building,31.5,No
88499,Residential Building,22.4,No
87271,Public Safety,25.93,No
88500,Residential Building,21.9,No
87272,Garage,17.2,No
88501,Residential Building,20.7,No
87273,Other Building,19.4,No
88502,Residential Building,23.9,No
87274,Residential Building,23.4,No
88504,Residential Building,23.5,No
87275,Garage,18.8,No
88506,Institutional Building,31.1,No
87276,Residential Building,17.9,No
88507,Residential Building,24.9,No
87277,Residential Building,30.6,No
88508,Commercial / Industrial Building,26.1,No
87278,Residential Building,23.7,No
88509,Residential Building,23,No
87279,Residential Building,22.5,No
88510,Other Building,19.9,No
87280,Residential Building,18,No
88511,Other Building,19.6,No
87281,Residential Building,24.8,No
88512,Commercial / Industrial Building,27.2,No
87282,Garage,16.1,No
88514,Other Building,12.5,No
87283,Residential Building,39.203,No
88516,Residential Building,23.2,No
87284,Other Building,20.8,No
88517,Commercial / Industrial Building,33.4,No
87285,Residential Building,21.4,No
88518,Residential Building,23.2,No
87286,Other Building,20.697,No
87287,Residential Building,31.9,No
88519,Residential Building,24.2,No
87288,Other Building,14.2,No
88520,Garage,21.4,No
87289,Residential Building,30.7,No
88521,Garage,20.3,No
87290,Residential Building,23.6,No
88522,Commercial / Industrial Building,25.9,No
87291,Other Building,25.834,No
88523,Residential Building,20.5,No
87292,Residential Building,21.6,No
88524,Other Building,19.54,No
87293,Other Building,12.6,No
88525,Other Building,18.4,No
87295,Garage,18.9,No
88527,Other Building,14.9,No
87296,Other Building,14.5,No
88528,Other Building,20.124,No
87297,Residential Building,23.5,No
88529,Other Building,20,No
87298,Residential Building,22.7,No
88530,Residential Building,24.3,No
87299,Other Building,23,No
88531,Other Building,20.2,No
87300,Other Building,19.6,No
88532,Other Building,16.8,No
87301,Other Building,16.8,No
88533,Other Building,15.342,No
87302,Residential Building,30.3,No
88534,Garage,20,No
87303,Other Building,29.2,No
88535,Residential Building,32.7,No
87305,Residential Building,29.2,No
88536,Other Building,19.8,No
87306,Residential Building,23.3,No
88537,Other Building,18.3,No
87307,Garage,20.3,No
88539,Residential Building,23.2,No
87308,Commercial / Industrial Building,26.25,No
88540,Other Building,14.195,No
87309,Residential Building,23.9,No
88541,Residential Building,24.1,No
87310,Other Building,14.6,No
88542,Residential Building,23,No
87313,Residential Building,20.6,No
88543,Residential Building,22.3,No
87314,Residential Building,22.1,No
88544,Other Building,18.1,No
87315,Residential Building,24.6,No
88545,Garage,26.4,No
87316,Residential Building,22.8,No
88546,Residential Building,24.5,No
87317,Commercial / Industrial Building,33.8,No
88547,Residential Building,23,No
88548,Garage,20.5,No
87318,Residential Building,20.3,No
88549,Residential Building,23.2,No
